name,state,state_code,type,degree_length,room_and_board,in_state_tuition,in_state_total,out_of_state_tuition,out_of_state_total,total_enrollment,category,enrollment,total_price,year,campus,net_cost,income_lvl,rank,early_career_pay,mid_career_pay,make_world_better_percent,stem_percent
Missouri Southern State University,Missouri,MO,Public,4 Year,6865,6967,13832,13934,20799,5613,Women,3233,13862,2008,On Campus,9476,"0 to 30,000",25,55500,92700,63,10
Missouri University of Science and Technology,Missouri,MO,Public,4 Year,10274,10169,20443,28499,38773,8640,Women,1954,18769,2008,On Campus,8757,"0 to 30,000",2,81600,141500,52,79
Missouri Western State University,Missouri,MO,Public,4 Year,NA,6466,6466,14137,14137,5834,Women,3391,16060,2008,On Campus,7077,"0 to 30,000",19,52800,93400,60,8
Monmouth University,New Jersey,NJ,Private,4 Year,13981,38138,52119,38138,52119,6395,Women,4073,36916,2008,On Campus,8459,"0 to 30,000",19,63000,109500,42,8
Montana State University,Montana,MT,Public,4 Year,10100,7421,17521,24849,34949,NA,NA,NA,16808,2008,On Campus,11202,"0 to 30,000",2,64900,113600,58,31
Montclair State University,New Jersey,NJ,Public,4 Year,15564,12790,28354,20578,36142,20022,Women,12654,20678,2008,On Campus,14977,"0 to 30,000",10,61100,118400,43,9
Montreat College,North Carolina,NC,Private,4 Year,9149,26670,35819,26670,35819,933,Women,545,29380,2008,On Campus,11470,"0 to 30,000",21,53000,90900,66,8
Morehead State University,Kentucky,KY,Public,4 Year,9960,9170,19130,13646,23606,11052,Women,6694,13952,2008,On Campus,6101,"0 to 30,000",16,51800,86900,57,9
Morehouse College,Georgia,GA,Private,4 Year,13438,27574,41012,27574,41012,2109,Women,1,36582,2008,On Campus,33409,"0 to 30,000",4,68800,124200,56,24
Morgan State University,Maryland,MD,Public,4 Year,10260,7900,18160,18167,28427,7698,Women,4304,19318,2008,On Campus,8369,"0 to 30,000",25,63100,92200,58,26
Mount Mercy University,Iowa,IA,Private,4 Year,9534,31798,41332,31798,41332,1762,Women,1246,31997,2008,On Campus,13884,"0 to 30,000",21,61000,89000,57,4
Mount St. Mary's University,Maryland,MD,Private,4 Year,13075,41350,54425,41350,54425,NA,NA,NA,38880,2008,On Campus,14490,"0 to 30,000",9,60800,116400,43,14
Muhlenberg College,Pennsylvania,PA,Private,4 Year,11765,52595,64360,52595,64360,2440,Women,1457,46000,2008,On Campus,13011,"0 to 30,000",21,65400,120900,49,18
Multnomah University,Oregon,OR,Private,4 Year,8870,25900,34770,25900,34770,753,Women,332,23740,2008,On Campus,18215,"0 to 30,000",19,48600,93100,72,2
Murray State University,Kentucky,KY,Public,4 Year,9190,9084,18274,24540,33730,11207,Women,6571,15242,2008,On Campus,9184,"0 to 30,000",9,55600,95800,55,9
Nazarene Bible College,Colorado,CO,Private,4 Year,NA,14700,14700,14700,14700,762,Women,285,20430,2008,Off Campus,6014,"0 to 30,000",18,46800,75100,NA,0
Nebraska Wesleyan University,Nebraska,NE,Private,4 Year,9622,34202,43824,34202,43824,2083,Women,1329,30982,2008,On Campus,16219,"0 to 30,000",14,57000,91700,70,13
Nevada State College,Nevada,NV,Public,4 Year,NA,5438,5438,17458,17458,3555,Women,2718,19391,2008,Off Campus,6329,"0 to 30,000",4,65400,100300,68,4
New College of Florida,Florida,FL,Public,4 Year,9264,6919,16183,29944,39208,834,Women,494,16043,2008,On Campus,4496,"0 to 30,000",12,54600,109000,46,0
New England College,New Hampshire,NH,Private,4 Year,14222,37914,52136,37914,52136,2399,Women,1422,37810,2008,On Campus,20267,"0 to 30,000",7,52700,98800,57,38
New England Institute of Technology,Rhode Island,RI,Private,4 Year,13065,29940,43005,29940,43005,2922,Women,941,42137,2016,On Campus,28855,"0 to 30,000",7,65800,113800,47,13
New Jersey Institute of Technology,New Jersey,NJ,Public,4 Year,13600,17338,30938,32750,46350,10646,Women,2665,26982,2008,On Campus,11230,"0 to 30,000",3,78700,146500,52,74
New Mexico Highlands University,New Mexico,NM,Public,4 Year,7872,6150,14022,10302,18174,3546,Women,2268,13267,2008,On Campus,6196,"0 to 30,000",7,51100,85100,73,5
New Mexico Institute of Mining and Technology,New Mexico,NM,Public,4 Year,8510,7770,16280,22268,30778,2127,Women,684,14234,2008,On Campus,4735,"0 to 30,000",1,79800,144300,56,90
New Orleans Baptist Theological Seminary,Louisiana,LA,Private,4 Year,2625,7775,10400,7775,10400,NA,NA,NA,NA,NA,NA,NA,NA,22,49400,84000,NA,0
New York University,New York,NY,Private,4 Year,18156,51828,69984,51828,69984,49274,Women,27153,52082,2008,On Campus,19612,"0 to 30,000",14,77800,147100,42,25
Newberry College,South Carolina,SC,Private,4 Year,10666,26424,37090,26424,37090,1093,Women,518,34170,2008,On Campus,13760,"0 to 30,000",14,51300,91400,54,11
Newman University,Kansas,KS,Private,4 Year,8326,30724,39050,30724,39050,3687,Women,2406,30391,2008,On Campus,16993,"0 to 30,000",5,56300,103500,57,11
Nicholls State University,Louisiana,LA,Public,4 Year,9938,7982,17920,9075,19013,6292,Women,3971,14370,2008,On Campus,6254,"0 to 30,000",15,53800,98700,50,5
North Central College,Illinois,IL,Private,4 Year,11019,38880,49899,38880,49899,3043,Women,1676,36855,2008,On Campus,13839,"0 to 30,000",12,60100,119500,42,13
Northeastern State University,Oklahoma,OK,Public,4 Year,7638,6650,14288,14720,22358,8310,Women,5176,12331,2008,On Campus,5486,"0 to 30,000",14,55400,93600,59,8
Northeastern University,Massachusetts,MA,Private,4 Year,16880,51387,68267,51387,68267,19798,Women,9764,48361,2008,On Campus,19820,"0 to 30,000",18,79000,130300,47,55
Northern Arizona University,Arizona,AZ,Public,4 Year,10282,11564,21846,25828,36110,27705,Women,16316,17319,2008,On Campus,7845,"0 to 30,000",4,61300,106700,56,13
Northern Illinois University,Illinois,IL,Public,4 Year,10880,12262,23142,12262,23142,20611,Women,10442,21372,2008,On Campus,10883,"0 to 30,000",15,65200,115100,48,17
Northern Kentucky University,Kentucky,KY,Public,4 Year,10022,10032,20054,19680,29702,15090,Women,8452,16689,2008,On Campus,9967,"0 to 30,000",5,60700,102200,51,10
Northern State University,South Dakota,SD,Public,4 Year,8029,8498,16527,11471,19500,3531,Women,2147,14476,2008,On Campus,8118,"0 to 30,000",9,52500,88300,54,8
Northern Vermont University,Vermont,VT,Public,4 Year,10598,12434,23032,25754,36352,NA,NA,NA,NA,NA,NA,NA,NA,10,47700,82600,46,6
Northwest Missouri State University,Missouri,MO,Public,4 Year,10016,9805,19821,16457,26473,6720,Women,3595,15045,2008,On Campus,5566,"0 to 30,000",12,57500,101800,52,13
Northwest Nazarene University,Idaho,ID,Private,4 Year,7400,29300,36700,29300,36700,2249,Women,1313,29770,2008,On Campus,21611,"0 to 30,000",5,57900,100700,72,11
Northwest University,Washington,WA,Private,4 Year,8630,31540,40170,31540,40170,NA,NA,NA,30148,2008,On Campus,12679,"0 to 30,000",19,64900,100400,62,2
Northwestern College,Iowa,IA,Private,4 Year,9200,31100,40300,31100,40300,NA,NA,NA,33924,2008,On Campus,16800,"0 to 30,000",13,57500,100600,46,8
Northwestern Oklahoma State University,Oklahoma,OK,Public,4 Year,4780,7036,11816,14153,18933,2166,Women,1266,11707,2008,On Campus,3054,"0 to 30,000",16,52000,90400,59,12
Northwestern University,Illinois,IL,Private,4 Year,16626,54567,71193,54567,71193,21554,Women,10109,52120,2008,On Campus,12783,"0 to 30,000",3,78600,141300,43,22
Norwich University,Vermont,VT,Private,4 Year,13840,40016,53856,40016,53856,3672,Women,745,36896,2008,On Campus,17329,"0 to 30,000",3,69000,117600,53,23
Notre Dame of Maryland University,Maryland,MD,Private,4 Year,11850,36900,48750,36900,48750,2764,Women,2388,37950,2008,On Campus,12523,"0 to 30,000",24,58200,96400,64,4
Nova Southeastern University,Florida,FL,Private,4 Year,13250,30900,44150,30900,44150,24148,Women,16836,32983,2008,On Campus,17869,"0 to 30,000",25,60600,99400,59,11
Oakland University,Michigan,MI,Public,4 Year,10100,12606,22706,24230,34330,20519,Women,11927,18270,2008,On Campus,9300,"0 to 30,000",10,62500,110900,48,22
Oakwood University,Alabama,AL,Private,4 Year,9312,16720,26032,16720,26032,1939,Women,1103,30842,2008,On Campus,23093,"0 to 30,000",16,55200,88300,73,21
Oberlin College,Ohio,OH,Private,4 Year,16338,55054,71392,55054,71392,2978,Women,1647,50658,2008,On Campus,5381,"0 to 30,000",12,67000,116100,48,27
Occidental College,California,CA,Private,4 Year,15496,54686,70182,54686,70182,2040,Women,1133,50409,2008,On Campus,11626,"0 to 30,000",18,69700,141100,50,22
Oglethorpe University,Georgia,GA,Private,4 Year,13200,38100,51300,38100,51300,1094,Women,638,38680,2008,On Campus,13485,"0 to 30,000",8,62700,106500,49,23
Ohio Northern University,Ohio,OH,Private,4 Year,11650,32260,43910,32260,43910,3695,Women,1889,42075,2008,On Campus,33299,"0 to 30,000",7,69700,124100,49,21
Ohio Wesleyan University,Ohio,OH,Private,4 Year,12430,45760,58190,45760,58190,1734,Women,927,44120,2008,On Campus,17932,"0 to 30,000",9,59400,120000,48,22
Oklahoma Baptist University,Oklahoma,OK,Private,4 Year,7350,28258,35608,28258,35608,1979,Women,1164,24378,2008,On Campus,10565,"0 to 30,000",17,52600,89400,67,11
Oklahoma Christian University,Oklahoma,OK,Private,4 Year,8190,22760,30950,22760,30950,2475,Women,1143,36246,2008,On Campus,13544,"0 to 30,000",6,60600,103300,56,31
Oklahoma City University,Oklahoma,OK,Private,4 Year,8896,31026,39922,31026,39922,3035,Women,1778,36800,2008,On Campus,19031,"0 to 30,000",10,61600,97000,64,4
Oklahoma Panhandle State University,Oklahoma,OK,Public,4 Year,4695,8194,12889,9133,13828,1298,Women,714,9302,2008,On Campus,3330,"0 to 30,000",18,51800,89000,65,9
Oklahoma Wesleyan University,Oklahoma,OK,Private,4 Year,8644,26956,35600,26956,35600,1345,Women,848,25935,2008,On Campus,18888,"0 to 30,000",15,53700,93100,59,4
Old Dominion University,Virginia,VA,Public,4 Year,11620,10872,22492,29772,41392,24932,Women,13718,16549,2008,On Campus,7278,"0 to 30,000",16,61800,105400,55,21
Oral Roberts University,Oklahoma,OK,Private,4 Year,9450,27728,37178,27728,37178,3481,Women,1956,29195,2008,On Campus,14823,"0 to 30,000",7,57200,101900,62,10
Oregon Health & Science University,Oregon,OR,Public,4 Year,NA,19176,19176,33666,33666,2861,Women,1861,NA,NA,NA,NA,NA,7,82100,117600,77,8
Oregon Institute of Technology,Oregon,OR,Public,4 Year,9058,9987,19045,28056,37114,4260,Women,1972,17295,2008,On Campus,6471,"0 to 30,000",5,76200,121300,59,29
Oregon State University,Oregon,OR,Public,4 Year,12855,11166,24021,30141,42996,28886,Women,13420,18325,2008,On Campus,9199,"0 to 30,000",4,70000,124000,52,35
Ouachita Baptist University,Arkansas,AR,Private,4 Year,7880,26790,34670,26790,34670,1501,Women,769,27430,2008,On Campus,12385,"0 to 30,000",8,52500,94800,59,16
Pace University,New York,NY,Private,4 Year,19200,45280,64480,45280,64480,12857,Women,7783,NA,NA,NA,NA,NA,21,70600,134000,45,13
Pacific Lutheran University,Washington,WA,Private,4 Year,10790,42066,52856,42066,52856,3242,Women,2049,38351,2008,On Campus,16984,"0 to 30,000",11,66300,120600,53,16
Pacific Northwest College of Art,Oregon,OR,Private,4 Year,12860,38250,51110,38250,51110,519,Women,357,48221,2013,On Campus,29263,"0 to 30,000",14,57600,103800,NA,0
Pacific University,Oregon,OR,Private,4 Year,12528,44298,56826,44298,56826,3640,Women,2307,38202,2008,On Campus,13771,"0 to 30,000",7,58100,117600,69,8
Park University,Missouri,MO,Private,4 Year,8200,12650,20850,12650,20850,10792,Women,5158,18004,2008,On Campus,5994,"0 to 30,000",16,59600,98000,57,10
Peru State College,Nebraska,NE,Public,4 Year,8010,7452,15462,7482,15492,2499,Women,1497,12128,2008,On Campus,5710,"0 to 30,000",17,52900,80100,53,4
Philander Smith College,Arkansas,AR,Private,4 Year,8250,12414,20664,12414,20664,567,Women,363,19300,2008,On Campus,11721,"0 to 30,000",18,44200,78000,NA,21
Pittsburg State University,Kansas,KS,Public,4 Year,7778,7298,15076,18642,26420,7479,Women,3787,13816,2008,On Campus,8581,"0 to 30,000",8,57800,101000,52,6
Plymouth State University,New Hampshire,NH,Public,4 Year,11100,14099,25199,22769,33869,4855,Women,2524,19900,2008,On Campus,10179,"0 to 30,000",10,58200,98100,47,6
Pomona College,California,CA,Private,4 Year,16716,52780,69496,52780,69496,1650,Women,838,49745,2008,On Campus,344,"0 to 30,000",20,81600,138900,54,36
Portland State University,Oregon,OR,Public,4 Year,10428,9105,19533,27060,37488,27696,Women,14811,20422,2008,On Campus,10232,"0 to 30,000",12,63200,109000,48,18
Prairie View A&M University,Texas,TX,Public,4 Year,8925,10533,19458,24843,33768,8429,Women,5159,NA,NA,NA,NA,NA,16,70700,115800,65,24
Presbyterian College,South Carolina,SC,Private,4 Year,10480,38660,49140,38660,49140,1460,Women,845,39296,2008,On Campus,7902,"0 to 30,000",9,59100,100200,51,25
Prescott College,Arizona,AZ,Private,4 Year,7700,31485,39185,31485,39185,848,Women,568,33566,2008,On Campus,21183,"0 to 30,000",7,52500,71800,81,0
Princeton University,New Jersey,NJ,Private,4 Year,16290,49330,65620,49330,65620,8088,Women,3669,49830,2008,On Campus,3110,"0 to 30,000",1,93000,189400,50,51
Principia College,Illinois,IL,Private,4 Year,11610,29470,41080,29470,41080,NA,NA,NA,NA,NA,NA,NA,NA,14,68100,116900,61,19
Providence College,Rhode Island,RI,Private,4 Year,14700,50390,65090,50390,65090,4533,Women,2533,43910,2008,On Campus,14058,"0 to 30,000",2,71900,135100,48,11
Queens University of Charlotte,North Carolina,NC,Private,4 Year,10860,34684,45544,34684,45544,2248,Women,1580,32550,2008,On Campus,15228,"0 to 30,000",9,62700,101500,51,6
Quinnipiac University,Connecticut,CT,Private,4 Year,14540,47960,62500,47960,62500,9035,Women,5574,44900,2008,On Campus,30133,"0 to 30,000",10,69000,113100,46,12
Radford University,Virginia,VA,Public,4 Year,9406,11210,20616,22845,32251,9798,Women,5644,16635,2008,On Campus,6445,"0 to 30,000",25,60100,97400,51,9
Ramapo College of New Jersey,New Jersey,NJ,Public,4 Year,12450,14374,26824,23715,36165,6003,Women,3359,25165,2008,On Campus,10284,"0 to 30,000",12,62400,117000,42,12
Randolph College,Virginia,VA,Private,4 Year,13580,39585,53165,39585,53165,693,Women,442,38530,2008,On Campus,15594,"0 to 30,000",11,59400,108600,49,23
Randolph-Macon College,Virginia,VA,Private,4 Year,11860,41400,53260,41400,53260,1394,Women,759,39465,2008,On Campus,16199,"0 to 30,000",23,56700,98700,45,27
Reed College,Oregon,OR,Private,4 Year,14210,56340,70550,56340,70550,1394,Women,745,49960,2008,On Campus,9751,"0 to 30,000",1,70300,138400,40,34
Regis University,Colorado,CO,Private,4 Year,11560,36810,48370,36810,48370,9208,Women,5834,41862,2008,On Campus,30711,"0 to 30,000",8,67200,112700,61,15
Rensselaer Polytechnic Institute,New York,NY,Private,4 Year,15260,53880,69140,53880,69140,6835,Women,2078,50535,2008,On Campus,16547,"0 to 30,000",6,86900,159100,48,79
Rhode Island College,Rhode Island,RI,Public,4 Year,11829,8929,20758,21692,33521,8641,Women,5961,16361,2008,On Campus,3794,"0 to 30,000",9,59200,96400,53,6
Rhode Island School of Design,Rhode Island,RI,Private,4 Year,13400,50960,64360,50960,64360,2449,Women,1627,51200,2008,On Campus,33225,"0 to 30,000",4,71600,122100,39,12
Rhodes College,Tennessee,TN,Private,4 Year,11403,47890,59293,47890,59293,2054,Women,1189,43680,2008,On Campus,14249,"0 to 30,000",2,61700,128200,46,32
Rice University,Texas,TX,Private,4 Year,14000,47350,61350,47350,61350,6621,Women,2849,43586,2008,On Campus,3008,"0 to 30,000",1,88000,152100,57,45
Rider University,New Jersey,NJ,Private,4 Year,14700,41310,56010,41310,56010,5294,Women,3184,41410,2008,On Campus,17922,"0 to 30,000",13,62700,116500,42,5
Ripon College,Wisconsin,WI,Private,4 Year,8400,43808,52208,43808,52208,840,Women,448,33315,2008,On Campus,10175,"0 to 30,000",6,57000,109100,64,18
Rivier University,New Hampshire,NH,Private,4 Year,12526,31790,44316,31790,44316,NA,NA,NA,34518,2008,On Campus,16021,"0 to 30,000",11,62800,98000,53,10
Roanoke College,Virginia,VA,Private,4 Year,13690,44030,57720,44030,57720,2050,Women,1223,39820,2008,On Campus,18756,"0 to 30,000",24,60100,97700,52,15
Rockhurst University,Missouri,MO,Private,4 Year,10200,37590,47790,37590,47790,3002,Women,1737,36278,2008,On Campus,13649,"0 to 30,000",7,63000,109400,55,7
Rocky Mountain College,Montana,MT,Private,4 Year,8330,28512,36842,28512,36842,1007,Women,487,29214,2008,On Campus,18551,"0 to 30,000",6,58700,97700,44,16
Roger Williams University,Rhode Island,RI,Private,4 Year,15890,34522,50412,34522,50412,4884,Women,2470,42345,2008,On Campus,29975,"0 to 30,000",8,66300,111700,44,13
Rogers State University,Oklahoma,OK,Public,4 Year,8616,6870,15486,15210,23826,4030,Women,2518,21845,2008,On Campus,11181,"0 to 30,000",20,52300,86900,44,10
Rollins College,Florida,FL,Private,4 Year,14735,49760,64495,49760,64495,3207,Women,1880,49587,2008,On Campus,20158,"0 to 30,000",20,60400,103500,57,9
Rose-Hulman Institute of Technology,Indiana,IN,Private,4 Year,14766,49871,64637,49871,64637,2388,Women,537,47694,2008,On Campus,27088,"0 to 30,000",1,90500,161500,50,99
Rowan University,New Jersey,NJ,Public,4 Year,12552,13697,26249,22339,34891,14778,Women,7430,28024,2008,On Campus,24094,"0 to 30,000",21,62300,107400,44,22
Rush University,Illinois,IL,Private,4 Year,NA,24900,24900,24900,24900,2457,Women,1797,NA,NA,NA,NA,NA,18,77100,110000,85,5
Rust College,Mississippi,MS,Private,4 Year,4300,9900,14200,9900,14200,963,Women,563,13370,2008,On Campus,7493,"0 to 30,000",13,44000,71200,83,40
Sacred Heart University,Connecticut,CT,Private,4 Year,15310,41420,56730,41420,56730,7781,Women,5188,42720,2008,On Campus,19311,"0 to 30,000",9,67800,118700,50,8
Saint Anselm College,New Hampshire,NH,Private,4 Year,14500,41200,55700,41200,55700,1968,Women,1186,42465,2008,On Campus,21323,"0 to 30,000",3,68700,114100,56,15
Saint Cloud State University,Minnesota,MN,Public,4 Year,8900,8912,17812,17146,26046,NA,NA,NA,16001,2008,On Campus,9454,"0 to 30,000",11,64600,109000,53,20
Saint Joseph's College of Maine,Maine,ME,Private,4 Year,13680,35650,49330,35650,49330,2933,Women,2082,37599,2008,On Campus,16861,"0 to 30,000",7,58200,97900,51,4
Saint Joseph's University,Pennsylvania,PA,Private,4 Year,14840,44973,59813,44973,59813,NA,NA,NA,48360,2008,On Campus,26850,"0 to 30,000",16,69300,124600,39,6
Saint Louis University,Missouri,MO,Private,4 Year,12290,43884,56174,43884,56174,17052,Women,10004,47242,2008,On Campus,21076,"0 to 30,000",6,65400,110500,56,16
Saint Martin's University,Washington,WA,Private,4 Year,11445,37356,48801,37356,48801,1801,Women,925,37242,2008,On Campus,15560,"0 to 30,000",16,66800,107000,54,50
Saint Mary's College,Indiana,IN,Private,4 Year,12580,42220,54800,42220,54800,NA,NA,NA,39948,2008,On Campus,14347,"0 to 30,000",11,58100,109200,42,17
Saint Mary's College of California,California,CA,Private,4 Year,15370,47280,62650,47280,62650,4112,Women,2499,49340,2008,On Campus,15260,"0 to 30,000",14,72000,144600,55,7
Saint Michael's College,Vermont,VT,Private,4 Year,12220,45375,57595,45375,57595,2618,Women,1544,42000,2008,On Campus,18060,"0 to 30,000",4,61600,117200,48,21
Saint Peter's University,New Jersey,NJ,Private,4 Year,15414,37486,52900,37486,52900,3302,Women,2028,37902,2008,On Campus,11790,"0 to 30,000",14,62300,114400,37,16
Saint Xavier University,Illinois,IL,Private,4 Year,11340,33880,45220,33880,45220,4073,Women,2803,33679,2008,On Campus,14861,"0 to 30,000",17,61000,111400,58,13
Salisbury University,Maryland,MD,Public,4 Year,11950,9824,21774,19526,31476,8770,Women,5138,18140,2008,On Campus,9568,"0 to 30,000",19,61400,103000,54,12
Salve Regina University,Rhode Island,RI,Private,4 Year,14500,40550,55050,40550,55050,2739,Women,1870,44900,2008,On Campus,18963,"0 to 30,000",6,66000,114700,40,5
Samford University,Alabama,AL,Private,4 Year,10550,31650,42200,31650,42200,4933,Women,3082,31104,2008,On Campus,12825,"0 to 30,000",6,60000,104600,58,2
San Jose State University,California,CA,Public,4 Year,16442,7796,24238,17300,33742,32713,Women,16238,19791,2008,On Campus,7904,"0 to 30,000",21,79100,137200,53,26
Santa Clara University,California,CA,Private,4 Year,14910,51711,66621,51711,66621,9015,Women,4511,50556,2008,On Campus,38373,"0 to 30,000",3,87300,173100,45,23
Savannah College of Art and Design,Georgia,GA,Private,4 Year,14550,36630,51180,36630,51180,11347,Women,7305,40957,2008,On Campus,29265,"0 to 30,000",10,59000,100800,36,2
Seattle Central College,Washington,WA,Public,2 Year,NA,4228,4228,4663,4663,NA,NA,NA,14620,2008,Off Campus,6528,"0 to 30,000",20,64900,100000,NA,18
Seattle Pacific University,Washington,WA,Private,4 Year,11796,42939,54735,42939,54735,4217,Women,2853,39018,2008,On Campus,12907,"0 to 30,000",8,66600,126100,54,12
Seattle University,Washington,WA,Private,4 Year,12288,44610,56898,44610,56898,7273,Women,4347,41688,2008,On Campus,20638,"0 to 30,000",1,75500,139600,58,19
Seton Hall University,New Jersey,NJ,Private,4 Year,15800,42470,58270,42470,58270,9627,Women,5642,44946,2008,On Campus,19074,"0 to 30,000",6,70200,122900,50,9
